gene,stability_freq,perm_importance_mean
Tbx3os1,0,3.518256484283944e-05
9030612E09Rik,0,3.518024643009986e-05
Gm37762,0,3.510477870164452e-05
Rbm46os,0,3.509325069664947e-05
Olfr6,0,3.50589441199034e-05
Mgam,0,3.505892688139278e-05
Olfr1130,0,3.505650931887594e-05
Ubqlnl,0,3.5053538641616205e-05
Impg2,0,3.5051257145590764e-05
Ttyh2,0,3.503589715135869e-05
Adgra1,0,3.498619844276574e-05
Olfr679,0,3.497949219818386e-05
Gm3550,0,3.4975548066173984e-05
Ano4,0,3.495291803431445e-05
Vmn2r117,0,3.487412766779442e-05
Camk4,0,3.486762247287833e-05
Cfap99,0,3.481821739630409e-05
Scn5a,0,3.477579355786187e-05
Kbtbd12,0,3.477291637747903e-05
Plin5,0,3.468232248340364e-05
1700074P13Rik,0,3.4656249296549646e-05
Sall3,0,3.465466910731463e-05
Ighv4-1,0,3.461526347741107e-05
Ctgf,0,3.4608507472144715e-05
Gpc5,0,3.4577769498111977e-05
Olfr556,0,3.451878904731087e-05
Tyr,0,3.436002527797966e-05
Vmn1r81,0,3.434802089162803e-05
Syt6,0,3.43229121897104e-05
Gm10721,0,3.4221420845192974e-05
Ceacam5,0,3.416856329172546e-05
Arsi,0,3.413585507979764e-05
Gm44679,0,3.4098664725379366e-05
Fgd1,0,3.406603863286284e-05
Ighv6-6,0,3.4004476356774835e-05
Gm31371,0,3.3963892698807284e-05
Plg,0,3.3933798774254946e-05
Wasf3,0,3.393005465799348e-05
Gm45131,0,3.392816266996057e-05
Gm2830,0,3.392067714474978e-05
Rhbdl2,0,3.39148417017876e-05
Ism1,0,3.3898381098296244e-05
Cyp2c37,0,3.3850389139955525e-05
Isl1,0,3.382978523714941e-05
Tuba4a,0,3.374480285950332e-05
Olfr1420,0,3.37260027006292e-05
Mrgprb11-ps,0,3.3719619739036585e-05
Ptges3l,0,3.3684649590126614e-05
Fam227b,0,3.3682545854263334e-05
Pdcl2,0,3.364716675507973e-05
Dram1,0,3.364641665368762e-05
9430041J12Rik,0,3.3639468373547474e-05
Olfr1047,0,3.3580965469848234e-05
Fam216b,0,3.357019731032863e-05
Gm35021,0,3.3550345360877634e-05
Nxph2,0,3.3527124566790076e-05
Trhr,0,3.345412836300854e-05
Pgm5,0,3.3453287667351006e-05
Gm11346,0,3.344766541292232e-05
Jhy,0,3.3400208472522664e-05
Gm26861,0,3.3369604639876814e-05
Gm34297,0,3.3357493721353215e-05
Plac8,0,3.3356360167591264e-05
Liph,0,3.3280405442348565e-05
Gm42684,0,3.327474571428457e-05
Gdap1,0,3.316075963486486e-05
Ramp2,0,3.314292054038547e-05
Rgma,0,3.300769624875466e-05
Cdh13,0,3.3001908545549075e-05
Tnfrsf17,0,3.297716568004816e-05
Gm44228,0,3.2962369317801615e-05
Asf1b,0,3.2890602840396355e-05
Gas1,0,3.285107164336943e-05
A530083I20Rik,0,3.284975665482915e-05
Ankrd34a,0,3.283494960754085e-05
Gm45178,0,3.282164979142576e-05
Ckb,0,3.281947438626974e-05
Aldh4a1,0,3.28190461749922e-05
Vmn2r82,0,3.2773168069188943e-05
4930567K20Rik,0,3.275639216254733e-05
Tbx21,0,3.274198531543203e-05
Gm41335,0,3.273195254765992e-05
Gm43942,0,3.270078901383977e-05
Zc2hc1c,0,3.26358620304612e-05
Cideb,0,3.260266009693645e-05
Dlgap2,0,3.259759688213348e-05
4931415C17Rik,0,3.253246397093568e-05
Klrd1,0,3.25312177568149e-05
Gm26696,0,3.2523701784514805e-05
Osbp2,0,3.2486400110987026e-05
Gcat,0,3.248157140053332e-05
Tmem156,0,3.246126150632245e-05
Olfr1148,0,3.2441919254466706e-05
Gm43921,0,3.242126874000162e-05
Vmn1r82,0,3.2407380026266976e-05
Cd36,0,3.235832722260357e-05
Gm20557,0,3.2338400068199205e-05
Gm10286,0,3.232472218651638e-05
Erich2,0,3.227046493673446e-05
Rad51ap2,0,3.223579210026583e-05
Mbd3l2,0,3.2210369307106304e-05
Cxcr5,0,3.217211820564226e-05
Obox7,0,3.209934467969244e-05
4930512M02Rik,0,3.209300289469529e-05
Olfr1437,0,3.2049249040355664e-05
Olfr460,0,3.194752898725284e-05
Gm43666,0,3.182705975647293e-05
Hoxd8,0,3.179275741714837e-05
Xkr4,0,3.17688865277499e-05
Olfr161,0,3.171285467533647e-05
Gm35368,0,3.1695967017408844e-05
Clvs2,0,3.168628094802895e-05
5330413P13Rik,0,3.1571060144863766e-05
Vmn1r35,0,3.152098755324629e-05
Gm973,0,3.1514826225653714e-05
Mstn,0,3.144649342022854e-05
Gm17173,0,3.1446209990326766e-05
Gm7255,0,3.1434126548746116e-05
Slc26a7,0,3.141397156648518e-05
B3gat1,0,3.135682688357732e-05
Olfr1250,0,3.1356672025006914e-05
Gm47338,0,3.135220546637285e-05
Akr1c18,0,3.1332342058221216e-05
Mamstr,0,3.128874218871758e-05
Nlrp1c-ps,0,3.123457397673501e-05
Serpinb1c,0,3.121080812669152e-05
2310057J18Rik,0,3.115354564919847e-05
Olfr819,0,3.113883555819763e-05
Gm45745,0,3.1138695430832365e-05
Katnal2,0,3.106074243541812e-05
Olfr1388,0,3.1053779078416006e-05
A330076C08Rik,0,3.100803836929567e-05
B230209E15Rik,0,3.1000942849634956e-05
Gm26624,0,3.094534036381935e-05
Olfr147,0,3.0944626675810664e-05
Unc5c,0,3.094202491256137e-05
Cdkn2c,0,3.094178259144264e-05
Olfr1240,0,3.093224453650789e-05
Ska3,0,3.091589038471953e-05
E230034D01Rik,0,3.089921836783027e-05
Samd12,0,3.08816270443657e-05
Tpsb2,0,3.087887405127665e-05
Gm36070,0,3.08682820396089e-05
Nipal2,0,3.082693864631114e-05
Dscc1,0,3.080302558015057e-05
Nectin2,0,3.078621659597935e-05
Gm48239,0,3.075880499745497e-05
Gm25911,0,3.0742185313936686e-05
Olfr357,0,3.073593018858566e-05
Gm37985,0,3.07337356679982e-05
Pcolce2,0,3.07192878939655e-05
Rnf17,0,3.071326066630409e-05
Nat8f2,0,3.067670694922864e-05
Gm9947,0,3.066789753727318e-05
Mns1,0,3.0645345081226075e-05
Clca4b,0,3.063513280188168e-05
Plcd4,0,3.057003152892036e-05
Gm16041,0,3.054425270294647e-05
4930511E03Rik,0,3.0479152461382336e-05
Olfr1220,0,3.040975265734547e-05
A230059L01Rik,0,3.04068924792289e-05
Slc5a12,0,3.038668963173396e-05
Gm42842,0,3.0352080182349807e-05
A230006K03Rik,0,3.0261892917604616e-05
Ptprm,0,3.02564163325969e-05
Olfr286,0,3.0167011629278484e-05
A4gnt,0,3.0154031460016832e-05
Akr1c6,0,3.010717579275957e-05
Olfr901,0,3.0081496609668524e-05
Rpap3-ps2,0,3.0041501542843463e-05
Mroh5,0,3.001131648503463e-05
Olfr749,0,3.0006619197242562e-05
Msantd3,0,2.9996170114110483e-05
Myot,0,2.9988702528260807e-05
Gm47690,0,2.9987014167520702e-05
Sorbs3,0,2.9983596858906836e-05
Fhod3,0,2.9976991680069624e-05
Cmtm8,0,2.991276147520372e-05
Gm6211,0,2.9905096737525836e-05
Gm8267,0,2.982406257863168e-05
Kif21b,0,2.973971598256852e-05
Olfr121,0,2.9723419168670158e-05
Olfr620,0,2.9699921409975792e-05
Slc30a10,0,2.9654307845705664e-05
Spag6l,0,2.960946685127697e-05
Gm32014,0,2.9586616285159906e-05
Etfa,0,2.9515444811512027e-05
Sdhb,0,2.950847828617764e-05
Gm43014,0,2.9428785423912805e-05
Cep55,0,2.9428012553034387e-05
Gm9271,0,2.9425180656172944e-05
Gm38187,0,2.9415573495794618e-05
L3mbtl1,0,2.9281600653863215e-05
Ceacam2,0,2.926711471193944e-05
Ube2c,0,2.9248082713440035e-05
Olfr1312,0,2.9219502167121544e-05
Kank2,0,2.9179993697125984e-05
Pzp,0,2.9161627970575307e-05
A330009N23Rik,0,2.9157078791541836e-05
Muc5ac,0,2.9146823279624373e-05
Gm49415,0,2.9135579371308834e-05
Slc5a11,0,2.9127984079557745e-05
Vmn1r204,0,2.9109707674424e-05
Elovl2,0,2.9088286338929692e-05
Olfr1252,0,2.9062903305299145e-05
1700001J11Rik,0,2.9019049434897407e-05
Gm44229,0,2.8974744975462928e-05
Olfr715,0,2.891270080079833e-05
Sytl3,0,2.8912423459381828e-05
Gm47056,0,2.890966373644277e-05
Olfr191,0,2.8904717946043324e-05
2210039B01Rik,0,2.887058065580428e-05
Lrrc20,0,2.8867725252901266e-05
Olfr1124,0,2.8834658797372014e-05
Pnliprp2,0,2.8829192302137763e-05
Olfr157,0,2.8806380656309914e-05
Olfr1459,0,2.8798245801286983e-05
2810032G03Rik,0,2.878757018148769e-05
Lgi3,0,2.8776431710375585e-05
Slc25a54,0,2.8760743678457604e-05
Pik3ap1,0,2.874170794714415e-05
Capn9,0,2.86885928128089e-05
Serpinb9e,0,2.8681567238508787e-05
Gm44610,0,2.860701534849186e-05
Olfr1196,0,2.8580111568166083e-05
Ephx3,0,2.857968463968463e-05
Oxgr1,0,2.856946414759865e-05
Lrrc72,0,2.8449246027673072e-05
Gm7205,0,2.8444309981456865e-05
Slc25a42,0,2.8371079115097066e-05
Olfr1432,0,2.8366955266345693e-05
Gm45201,0,2.8272967656817206e-05
Gpr27,0,2.8214120880432072e-05
Cutal,0,2.8208676823870968e-05
Gm47113,0,2.817194139932422e-05
Myo1a,0,2.816077947697115e-05
Gm32479,0,2.8104236426051975e-05
Olfr1537,0,2.8047778353434966e-05
St8sia1,0,2.800358603969322e-05
Chrd,0,2.7993186165209402e-05
Ces1b,0,2.7961769307260906e-05
Olfr1224-ps1,0,2.7941040353673954e-05
Thbs3,0,2.792980207786399e-05
Cnga1,0,2.7923430498488772e-05
4932413F04Rik,0,2.7916487277468424e-05
Olfr833-ps1,0,2.7863439621000906e-05
Gnai1,0,2.785743073177027e-05
Olfr1255,0,2.783856218604441e-05
Rorc,0,2.780875832381069e-05
Vmn2r8,0,2.7800606584871265e-05
A330008L17Rik,0,2.7773066232572588e-05
A830052D11Rik,0,2.767838880450846e-05
Gm28867,0,2.767667271478258e-05
Olfr815,0,2.767293091026079e-05
Cdhr1,0,2.7650209343677014e-05
Antxr1,0,2.7647628811355858e-05
Atp2c2,0,2.7615884443232823e-05
Msx1,0,2.7591529372583686e-05
Gm43824,0,2.7584578373063275e-05
Sorcs1,0,2.7579727961413173e-05
Catsperg2,0,2.7505525254156726e-05
Gm17917,0,2.75051484336819e-05
Zbed4-ps1,0,2.749910888776297e-05
Pcyt1b,0,2.749726465895996e-05
Kcng1,0,2.7476873791232315e-05
P2ry10,0,2.746161749054288e-05
Gm37061,0,2.7421121543702573e-05
Pax5,0,2.7398693213853684e-05
Ryr2,0,2.7371825127608942e-05
Ccdc158,0,2.7337728135079506e-05
Gm11307,0,2.730649809962183e-05
Olfr545,0,2.7289127225338384e-05
Pappa,0,2.7252738145633344e-05
Olfr1186,0,2.724661692370401e-05
Olfr733,0,2.7243682443400808e-05
Olfr1173,0,2.721083532870594e-05
4930513D17Rik,0,2.7167941768835303e-05
Plch1,0,2.7164412357028043e-05
Olfr55,0,2.7141307112354963e-05
Gm39822,0,2.7115879826811186e-05
Obox3,0,2.710211885661451e-05
Gas2l2,0,2.710145023416821e-05
Arhgap20os,0,2.705343230838819e-05
Olfr597,0,2.7034141906723262e-05
Gm42372,0,2.6979039249652712e-05
Gm21269,0,2.696458094642029e-05
Izumo1r,0,2.6925657635412653e-05
Mpdz,0,2.692438510150108e-05
Apobec2,0,2.692208604715418e-05
Olfr480,0,2.685553849423039e-05
Olfr693,0,2.6835733553431942e-05
Itgam,0,2.6833796068292952e-05
Gm19656,0,2.682639040385571e-05
Gm19303,0,2.6814720261214567e-05
Fxyd4,0,2.679267699935428e-05
Gm7694,0,2.6781608126069666e-05
Sox30,0,2.6726656903841572e-05
Gm3896,0,2.668702005920176e-05
Olfr968,0,2.666559615518427e-05
Gm13219,0,2.6653708918789046e-05
Gm5373,0,2.664679439344786e-05
Srgn,0,2.6642747133343034e-05
Gm44255,0,2.659720539982536e-05
2310014F06Rik,0,2.6594735467133643e-05
Hoxa6,0,2.65704512412146e-05
Gm15728,0,2.6564219005342776e-05
Gm42513,0,2.65370208920479e-05
Ghsr,0,2.6522711112464406e-05
Ankrd31,0,2.6516021911848768e-05
Id1,0,2.651529182041701e-05
Gm43321,0,2.649986692679906e-05
4930567K12Rik,0,2.648429354140669e-05
Clmp,0,2.647282086188918e-05
Olfr25,0,2.644506257544199e-05
Gm47910,0,2.6434831232824425e-05
Gna15,0,2.6397456283533402e-05
Tmem200a,0,2.6390084438698834e-05
Gm43320,0,2.6379394339337557e-05
Gm11251,0,2.6367903618784724e-05
Olfr857,0,2.631091410203457e-05
Nebl,0,2.6237291127761966e-05
Cyp2d22,0,2.6220894247519502e-05
Nr4a3,0,2.6217986264420715e-05
Vmn2r26,0,2.6211759910677034e-05
Podxl2,0,2.6208877014644027e-05
Gm43151,0,2.6204155021392057e-05
Sbk3,0,2.6196413208379173e-05
Gm28693,0,2.6193672600638432e-05
Ropn1l,0,2.616224714890869e-05
Olfr623,0,2.614248110812678e-05
CN725425,0,2.608257888995213e-05
Gm21886,0,2.607073902932689e-05
Aqp7,0,2.6063592052205653e-05
Gm45652,0,2.605620023798938e-05
Olfr959,0,2.6011431454564525e-05
Cyp2c68,0,2.5992981284339577e-05
Tex15,0,2.5978993385034063e-05
Fmo4,0,2.5923982654940666e-05
Olfr1383,0,2.590333880549967e-05
Cubn,0,2.5893837684465296e-05
Vip,0,2.584658300340825e-05
Cd7,0,2.583117992550621e-05
Clba1,0,2.582210431054666e-05
Gm42675,0,2.5815688059527275e-05
Gm15130,0,2.5796610553285855e-05
Card14,0,2.576375440959122e-05
Ly6g6f,0,2.5761081815212082e-05
Gprc5c,0,2.570622541849809e-05
Gm33450,0,2.564602409617089e-05
Gm37861,0,2.5624745302543772e-05
Vmn1r5,0,2.5585927773275065e-05
Vmn2r-ps54,0,2.5579151793708733e-05
Podn,0,2.5559466381264178e-05
Nox3,0,2.5557507738616094e-05
Cfhr3,0,2.551522084274227e-05
Gm21680,0,2.5515173819312678e-05
Clhc1,0,2.550722123421111e-05
Olfr1211,0,2.5438474963324072e-05
Ryr3,0,2.5428613369848918e-05
Olfr1115,0,2.5420180423141316e-05
Ttyh1,0,2.5393901855130793e-05
Sco2,0,2.5334459920378635e-05
Echdc3,1,2.530092894413859e-05
Gm38260,0,2.5245575198329376e-05
Gm17535,0,2.5230785272112314e-05
Olfr958,0,2.5209526077940578e-05
Gm42639,0,2.519454270419885e-05
Slc25a23,0,2.5151615836949134e-05
C130060K24Rik,0,2.512568248729252e-05
Olfr855,0,2.510375004695087e-05
Itgb7,0,2.5083968701877783e-05
Olfr1218,0,2.5068002215489217e-05
Rsph1,0,2.50625310381003e-05
Btn1a1,0,2.506236851358423e-05
Odf3b,0,2.5053400120933492e-05
Kcnb2,0,2.504026853513696e-05
Cntnap5c,0,2.502230044956199e-05
Olfr1228,0,2.500923174763026e-05
C230004F18Rik,0,2.499770415038682e-05
A630095E13Rik,0,2.4959582379868725e-05
AC154188.1,0,2.4928404754587244e-05
Slc22a22,0,2.4917556395176452e-05
Gm43883,0,2.4888489561081252e-05
Igkv4-59,0,2.4875615350050677e-05
Gm9951,0,2.48707870061482e-05
Gm48713,0,2.4845144737262177e-05
Panx1,0,2.478314643387103e-05
Slc44a4,0,2.4776719702346298e-05
2010300C02Rik,0,2.4764089600026738e-05
Olfr1209,0,2.4759463677170855e-05
C77080,0,2.474321079797283e-05
Pcsk2os2,0,2.4684110337302994e-05
Tmem47,0,2.4659275986427256e-05
Gm42870,0,2.46156508200257e-05
C130073E24Rik,0,2.4612581539473763e-05
Lingo2,0,2.4609070912950948e-05
4930452G13Rik,0,2.459870912046025e-05
Gm34589,0,2.4578647016149094e-05
Hoxa9,0,2.4542353325751604e-05
Gm39090,0,2.4508555587732247e-05
Ndst4,0,2.4508313545057447e-05
Gm2427,0,2.44114488755498e-05
Kcnj10,0,2.4403770954961604e-05
L3mbtl4,0,2.439728030191324e-05
Oprm1,0,2.4386969352463424e-05
Tspan3,0,2.4218498087391628e-05
4930516K23Rik,0,2.4198399089248032e-05
Olfr1346,0,2.418234061490887e-05
Zfp804b,0,2.415093790255618e-05
Pcdha8,0,2.4150644073550608e-05
AC160336.1,0,2.414298106220292e-05
Vxn,0,2.4097749338569662e-05
Sycp2,0,2.4061651819695656e-05
Hpgd,0,2.4039779715667728e-05
St8sia3,0,2.3985937865367285e-05
Gm44997,0,2.39785726835362e-05
Gm5514,0,2.396978239236347e-05
Cd79a,0,2.3962033969571193e-05
Gm15371,0,2.3913910471307084e-05
Gm43931,0,2.385323900316872e-05
Proca1,0,2.3831481104552582e-05
Olfr771,0,2.38036502031469e-05
2810459M11Rik,0,2.3786558626448517e-05
Gm10717,0,2.3755498873112568e-05
1700003L19Rik,0,2.363216693760384e-05
Serpinb3c,0,2.3629802873914586e-05
Spdl1,0,2.362414460588269e-05
Lama4,0,2.3605123915071412e-05
Olfr149,0,2.3601046984667032e-05
Cd300lg,0,2.356896227434513e-05
Mroh2b,0,2.3510360169753942e-05
Zbbx,0,2.3500602509274326e-05
Cyp2c52-ps,0,2.347907378865699e-05
Olfr954,0,2.3372339844940356e-05
Shank2,0,2.3365224904814415e-05
Aldh1a7,0,2.335321405504408e-05
Vmn1r188,0,2.3338994841559656e-05
Cfap100,0,2.3317863293215167e-05
Colgalt2,0,2.3307648189230262e-05
Hoxb4,0,2.328520851782035e-05
Olfr1136,0,2.326422417524565e-05
Gm48691,0,2.3239112278206073e-05
F10,0,2.3226203738679896e-05
Kcnk13,0,2.3223368007374565e-05
Gm10790,0,2.3156706828830756e-05
Gm31718,0,2.3104451997801866e-05
Uroc1,0,2.3010085379371326e-05
Stmn2,0,2.3007971896416013e-05
Smim10l2a,0,2.2981644488828668e-05
Gm48913,0,2.293871094206645e-05
Gm15581,0,2.2923136503405497e-05
Cyp3a44,0,2.288966009077464e-05
Olfr904,0,2.2880847714346064e-05
Gm31804,0,2.2880277538417363e-05
4930578C19Rik,0,2.280173393846007e-05
C4bp,0,2.2745805584134526e-05
Gm43166,0,2.271165950202825e-05
Crb3,0,2.2710099973832772e-05
Gpam,0,2.2689262445452217e-05
Bpnt1,0,2.2670079591124993e-05
Cnksr2,0,2.2663406643819162e-05
Grm5,0,2.259288137123061e-05
Atp2b3,0,2.254440929687629e-05
Fxyd3,0,2.2516926497795367e-05
Olfr1289,0,2.2477324980407776e-05
Aloxe3,0,2.2459926259044142e-05
Dmgdh,0,2.245039676488369e-05
Carns1,0,2.240427648143584e-05
Cpeb1,0,2.237870497572292e-05
Hoxc9,0,2.2336843388748306e-05
Gm37005,0,2.232388780619709e-05
Gm30400,0,2.2280032842425526e-05
Gpx3,0,2.227639244196666e-05
Aoc3,0,2.227580073859148e-05
Lrrc34,0,2.2274749086492743e-05
Sept12,0,2.225297515499048e-05
Rxrg,0,2.221434988068927e-05
Ano5,0,2.2187295294906484e-05
Ptpn7,0,2.2184798482949312e-05
Gm13481,0,2.2151330915209932e-05
Olfr611,0,2.2146110025911272e-05
Gm13657,0,2.212969765770236e-05
Olfr420,0,2.2118830144357553e-05
Plekhg6,0,2.203573476182719e-05
Lsamp,0,2.2008809743501167e-05
Mup-ps15,0,2.1989253801224516e-05
Lrp2,0,2.1982590253499798e-05
Sucla2,0,2.196539218252136e-05
Megf10,0,2.1963048871542768e-05
Olfr1223,0,2.1942716840450684e-05
Olfr796,0,2.1914092032160322e-05
Rab17,0,2.1884333282462527e-05
Avpi1,0,2.1874848725766947e-05
Olfr1222,0,2.1864077421751562e-05
Tmem45a2,0,2.180333135801682e-05
Gm43870,0,2.179368012897864e-05
Olfr788,0,2.1784099200161666e-05
Vmn2r112,0,2.177037094445167e-05
Gm42941,0,2.1768034525193602e-05
Olfr318,0,2.1766589742644447e-05
Mc2r,0,2.171639171811844e-05
Lrmp,0,2.165056701739499e-05
Perm1,0,2.163188546402406e-05
Gm34809,0,2.1604145014753046e-05
Adcyap1,0,2.1601961457595744e-05
Olfr1507,0,2.153213267771514e-05
Tmem132b,0,2.1527365739903992e-05
Sephs2,0,2.1509459013568915e-05
Actl6b,0,2.149323808836589e-05
Gm8826,0,2.149044149074575e-05
Nacad,0,2.148465061084791e-05
AC159282.1,0,2.1475359482903135e-05
Dcdc5,0,2.1470637165521556e-05
Gtsf1,0,2.141075826892491e-05
Vmn2r-ps159,0,2.140174211880952e-05
Dpp6,0,2.140127069812925e-05
Pde1a,0,2.140026465682343e-05
Tbx19,0,2.1373816246728072e-05
Cxxc4,0,2.1359093742312493e-05
Slco2b1,0,2.130618980689114e-05
Gm44847,0,2.1290783128313785e-05
Alox12,0,2.128584559902836e-05
Gm37006,0,2.1222951655108782e-05
Gm42772,0,2.122128597423778e-05
Cntn1,0,2.116895710363442e-05
Chrm3,0,2.1137841329066376e-05
I830077J02Rik,0,2.104722843516704e-05
4930470B04Rik,0,2.1009069144950492e-05
Vmn2r93,0,2.1006873836348917e-05
Gm47662,0,2.097544592823963e-05
Aspa,0,2.0974235471560307e-05
Gm42888,0,2.094127247872502e-05
Atp1a3,0,2.0898217571141413e-05
Olfr652,0,2.0876210828024714e-05
Gm47818,0,2.084240143160887e-05
Gp9,0,2.0831198723414434e-05
Gm38286,0,2.0822294874345283e-05
Cnga3,0,2.0763336953466544e-05
4932414N04Rik,0,2.0760014469367593e-05
Vmn2r60,0,2.0704017410000386e-05
Tmem130,0,2.0681530909638647e-05
Smpx,0,2.0635302586535792e-05
Sec14l3,0,2.0625792949513498e-05
4921534H16Rik,0,2.0593120256540143e-05
Gpr162,0,2.0562803554902143e-05
Fam83f,0,2.0548782747165093e-05
Il31ra,0,2.0545157209905793e-05
Mapre3,0,2.0467419955816357e-05
Gm43881,0,2.0435480490910152e-05
Gbp8,0,2.041438160488296e-05
Zfp296,0,2.039227595760362e-05
Scg5,0,2.0380811984388464e-05
Chil3,0,2.0363161791048245e-05
Olfr849,0,2.034408627193951e-05
Cntn6,0,2.0331539859053117e-05
H2-Eb2,0,2.0328472498998273e-05
Nos3,0,2.031192799882842e-05
Ugt2b36,0,2.0280874324796193e-05
Gm10384,0,2.0232230646188853e-05
Vmn2r53,0,2.0221402528841634e-05
Prkcb,0,2.0213705224969572e-05
Kcnk10,0,2.0211644538026263e-05
Hvcn1,0,2.0164821880541697e-05
Ccdc148,0,2.0124830254220073e-05
Olfr291,0,2.0091070637062722e-05
Adamtsl3,0,2.0067537799273166e-05
Faah,0,2.0052859045804893e-05
Aldh7a1,0,1.9988484388566708e-05
P2ry4,0,1.997849731405488e-05
Gm29133,0,1.9962932298778213e-05
Zfp811,0,1.996085707890449e-05
Spc24,0,1.994288570883462e-05
Gm26761,0,1.9926868088615543e-05
Hecw1,0,1.9892879735528002e-05
Pcdhb20,0,1.9855096175092073e-05
F13b,0,1.9854525532980723e-05
Gm38148,0,1.979683429637058e-05
Sema3d,0,1.9792566686338564e-05
Gm9678,0,1.976745758404119e-05
Tmem102,0,1.9756902752021684e-05
Gm32391,0,1.968920100999805e-05
Olfr780,0,1.965069878000492e-05
Gm44745,0,1.964499222528726e-05
Rp1,0,1.9605218166729443e-05
Olfr704,0,1.960302138864778e-05
Vmn2r102,0,1.9597437170815193e-05
Gm13889,0,1.95939260984712e-05
Chst1,0,1.9558651513451602e-05
Slc5a4b,0,1.9525470284365016e-05
Aco2,0,1.9404256868738034e-05
Bcl2l15,0,1.9401676535923948e-05
Cfap53,0,1.9336124422342227e-05
Pbk,0,1.9321142139017147e-05
Umod,0,1.9312554289330208e-05
Olfr671,0,1.9271329661096902e-05
Gm41277,0,1.925175546622082e-05
1810008I18Rik,0,1.9243333767060555e-05
Olfr1256,0,1.9194613317463642e-05
Sphkap,0,1.915795325121428e-05
Dab2ip,0,1.9150264303158242e-05
Sez6,0,1.9147745962666554e-05
Fam83h,0,1.9143561027401554e-05
Ptprz1,0,1.911095520930051e-05
Olfr1028,0,1.9109188340127314e-05
Gm48972,0,1.9104869554265055e-05
Ppp1r3c,0,1.90826444954495e-05
Gm37133,0,1.907801740753667e-05
Gm44797,0,1.8998445194196022e-05
Cadps2,0,1.8996639936852396e-05
Slc22a19,0,1.8981447724963908e-05
Gm40909,0,1.8978715527462327e-05
Olfr469,0,1.8939057579436813e-05
4933406K04Rik,0,1.8934346335863768e-05
Popdc3,0,1.892377301476733e-05
Vmn1r19,0,1.8913788096752707e-05
Gm5724,0,1.8898544033962852e-05
Tmem72,0,1.8888233907510266e-05
Mcrip2,0,1.8854505232168693e-05
Adh7,0,1.8793134277073077e-05
Olfr808,0,1.8765872777049e-05
Ror2,0,1.8757611412345554e-05
Lamb1,0,1.872935410019982e-05
Gpc4,0,1.870283986544763e-05
Ctnna2,0,1.8673077956643523e-05
2610316D01Rik,0,1.8659074464011385e-05
Mov10l1,0,1.865820134492324e-05
Ces4a,0,1.865516750907403e-05
Olfr1183,0,1.8652550521547352e-05
Ddr1,0,1.8639381544616196e-05
4933438K21Rik,0,1.8577880393799707e-05
Tph1,0,1.8572678568584695e-05
Scel,0,1.8558123150569374e-05
Gm26826,0,1.8549345166318787e-05
Gm2544,0,1.854921928450271e-05
Csmd1,0,1.8547813796587766e-05
Ttc26,0,1.853777292079029e-05
Crocc2,0,1.8514417506032553e-05
Olfr1494,0,1.8418625039662293e-05
Vmn2r77,0,1.8400648791916384e-05
Tbx5,0,1.8389865997281436e-05
Olfr128,0,1.8347484300595963e-05
Adamts3,0,1.8294035771004856e-05
Reg3g,0,1.8264131538525677e-05
Gm40538,0,1.8211944578316872e-05
Mogat2,0,1.8193633526408803e-05
Olfr211,0,1.8189153519021505e-05
Olfr862,0,1.8165391122981767e-05
Mefv,0,1.8153194871062267e-05
1700010L04Rik,0,1.8115951500197174e-05
Slc34a2,0,1.8105846184035548e-05
Gchfr,0,1.8055078475764934e-05
Gm44129,0,1.801350716139627e-05
Cisd1,0,1.8010888057629067e-05
Kcnf1,0,1.7974568291312386e-05
Clca3b,0,1.7972888408679386e-05
Adarb2,0,1.794425742689398e-05
Olfr68,0,1.79199041948519e-05
Gm15609,0,1.791644712181294e-05
Lmx1a,0,1.7877674965038896e-05
Olfr843,0,1.7857003463173093e-05
Gm2136,0,1.7846715168456927e-05
Vmn2r6,0,1.7797397963537076e-05
Tmprss4,0,1.7738084239116163e-05
Gm37736,0,1.7701437186967708e-05
Gm34544,0,1.765758061129663e-05
Faxc,0,1.7645125867049586e-05
Olfr303,0,1.7626194410991226e-05
Gm10744,0,1.76258802593976e-05
Gm45304,0,1.7610379155297283e-05
Lrrc37a,0,1.7545301723775886e-05
Gm34481,0,1.7541600810622164e-05
Gm37310,0,1.754060930444501e-05
Cyp4a32,0,1.751874314654955e-05
Lrrc7,0,1.7501252433038686e-05
Col19a1,0,1.747921895728366e-05
Prrx1,0,1.7475178100267977e-05
Ubtfl1,0,1.7440092221110427e-05
Olfr1281,0,1.7425782269731017e-05
Acnat2,0,1.7414542107319077e-05
Gm20683,0,1.7412850573927943e-05
Gm45554,0,1.7362403437670702e-05
Kif4-ps,0,1.733682224716038e-05
Vmn2r81,0,1.731446689362537e-05
Olfr1490,0,1.7298198634696506e-05
Gm49007,0,1.7276438222468826e-05
Gm37720,0,1.727506156106174e-05
1700092E19Rik,0,1.7248125345137317e-05
Gm46392,0,1.7239444393812865e-05
Gm15587,0,1.7231986768473374e-05
Pkhd1,0,1.7217770047373016e-05
Gm37479,0,1.7216797070673806e-05
Gm13595,0,1.7213524337778002e-05
Clcn2,0,1.720083005775087e-05
Hspb7,0,1.7182923545555616e-05
Olfr251,0,1.7177356968078874e-05
Klra13-ps,0,1.717160480597668e-05
Gm47337,0,1.7135096602838296e-05
